"","trimmed_KO_SRR13633857","trimmed_KO_SRR13633858","trimmed_KO_SRR13633859","trimmed_KO_SRR13633860","trimmed_WT_SRR13633855","trimmed_WT_SRR13633856"
"ENSG00000004939",29.6516136440022,27.9457227838704,20.7750934978443,14.6448326017214,18.2753228987971,23.6777462760999
"ENSG00000004948",2.04493887200015,0,0,0,0,0
"ENSG00000004961",466.246062816034,228.740916119828,489.698632449188,283.133430299947,427.065440371891,239.737181045512
"ENSG00000004975",738.222932792054,892.193075544307,822.100128414697,736.146918779863,975.325127335805,1069.44487347051
"ENSG00000005001",561.335720364041,1218.22650802279,603.46700160405,880.642600450181,913.766144939857,1020.11623539531
"ENSG00000005007",3910.94559270029,4361.60280782333,3629.70562112337,4241.14352145852,3209.72381648874,3470.76297497165
"ENSG00000005020",1438.61449645211,1727.4596787511,1306.85231003107,2235.77777719614,1407.19986320738,1610.0867467748
"ENSG00000005022",16363.6008537452,11769.2893990885,14332.8359331795,8311.43066256363,14847.2570666228,13173.7060843651
"ENSG00000005059",109.404229652008,56.9264723375138,140.47920365209,68.3425521413666,9.61859099936691,10.8523003765458
"ENSG00000005073",2046.98381087215,2598.95221889995,2004.3018774587,1566.02076621074,1720.76592978674,1163.16928581341
"ENSG00000005075",1305.6934697721,1232.71688279962,1204.95542287497,991.943328223264,1215.78990231998,859.304875270127
"ENSG00000005100",872.166428908064,363.294396190315,766.699879087112,481.32683150991,924.34659503916,795.177645772356
"ENSG00000005102",0,0,0,0,0,0
"ENSG00000005108",0,0,0,0,0,0
"ENSG00000005156",2403.82564403618,2400.22707910354,2229.86003543529,1595.31043141419,2249.78843475192,2058.97735325919
"ENSG00000005175",1557.22095102811,1013.29120760775,1625.40374366468,1008.54080517188,946.469354337704,764.593890165727
"ENSG00000005187",722.885891252053,1038.1318500823,708.331759259836,973.39320692775,1393.73383580827,3604.93687053621
"ENSG00000005189",216.763520432016,172.849470552087,269.086925305412,225.53042206651,179.867651688161,98.6572761504164
"ENSG00000005194",1340.4574305961,615.840928014922,1106.02640621857,760.554973116065,1036.88410973175,585.037647571969
"ENSG00000005206",1426.3448632201,1948.95540748252,1830.18680814343,2130.33498246374,1849.65504917826,1530.17435309296
"ENSG00000005238",915.110145220067,1377.62063056783,927.954176237047,836.708102645017,730.051056851949,644.232013262219
"ENSG00000005243",126.786210064009,275.317120759612,145.42565448491,220.648811199269,38.4743639974676,57.2212201672415
"ENSG00000005249",0,1.03502676977298,0,0,0,0
"ENSG00000005302",337.414913880025,319.82327185985,397.694646958734,362.215526349243,353.002289676766,328.528729580887
"ENSG00000005339",1626.74887267612,1428.33694228671,1762.91507681708,1798.38544349139,9081.87362160224,1605.15388296727
"ENSG00000005379",18.4044498480013,60.0315526468327,26.7108344972284,91.7742843041209,34.6269275977209,172.650233263229
"ENSG00000005381",0,0,0,0,5.77115459962015,0
"ENSG00000005421",1.02246943600007,2.07005353954596,0.989290166564016,0,18.2753228987971,12.8254458995541
"ENSG00000005436",365.021588652027,76.5919809632003,285.904858137001,155.235225578247,445.340763270688,103.590139957937
"ENSG00000005448",295.493667004022,476.11231409557,434.298383121603,780.081416585027,606.933092060052,277.22694598267
"ENSG00000005469",199.381540020015,131.448399761168,175.104359481831,172.809024700313,138.507710390884,73.0063843513081
"ENSG00000005471",10.2246943600007,14.4903747768217,10.8821918322042,62.484619100678,25.9701956982907,37.4897649371582
"ENSG00000005483",2637.97114488019,3106.11533608871,2251.6244190997,3135.94682111528,2310.38555804793,3006.08720430319
"ENSG00000005486",2717.7237608882,4831.50496130026,3073.7245475144,4263.59893144783,2322.88972634711,3229.05264840313
"ENSG00000005513",0,3.10508030931893,0.989290166564016,2.92896652034428,18.2753228987971,51.3017835982165
"ENSG00000005700",1376.2438608561,1598.08133252948,1382.03836268993,1254.5739928808,1429.32262250592,1549.90580832304
"ENSG00000005801",764.807138128056,490.602688872391,770.657039753369,459.847743694052,802.1904893472,717.238397613527
"ENSG00000005810",1444.74931306811,1188.21073169938,1423.58854968562,1173.53925248461,820.465812245998,748.80872598166
"ENSG00000005812",1564.37823708011,1195.45591908779,1372.14546102429,1234.07122723839,926.270313239034,772.48647225776
"ENSG00000005844",11.2471637960008,9.3152409279568,2.96787049969205,1.95264434689619,12.504168299177,13.8120186610583
"ENSG00000005882",933.514595068068,1516.31421771741,1273.21644436789,2342.19689410198,1823.68485347997,1675.20054903407
"ENSG00000005884",11911.7689294009,10316.1118143273,12443.2917150422,18153.7344930939,9148.24189949787,6148.32144969395
"ENSG00000005889",657.447847348048,539.248947051721,743.94620525614,640.46734578195,753.135675250429,616.607975940102
"ENSG00000005893",1852.71461803214,2799.7474122359,1708.50411765606,2092.25841769927,1799.63837598155,2319.43256229629
"ENSG00000005961",8.1797554880006,3.10508030931893,0.989290166564016,14.6448326017214,0.961859099936691,2.95971828451249
"ENSG00000005981",4.0898777440003,2.07005353954596,3.95716066625606,2.92896652034428,3.84743639974676,13.8120186610583
"ENSG00000006007",4128.7315825683,3406.27309932287,3975.95717942078,3169.14177501251,4278.3492765184,3901.89527174897
"ENSG00000006015",668.695011144049,610.665794166057,831.993030080337,606.296069711266,642.52187875771,458.756334099436
"ENSG00000006016",16.3595109760012,4.14010707909191,11.8714819987682,5.85793304068856,6.73301369955684,3.94629104601665
"ENSG00000006025",834.335059776061,629.29627602197,932.900627069867,738.099563126759,602.123796560369,571.225628910911
"ENSG00000006042",6.13481661600045,8.28021415818382,1.97858033312803,6.83425521413666,9.61859099936691,12.8254458995541
"ENSG00000006047",1368.0641053681,1825.78722187953,1596.71432883432,1538.6837453542,572.306164462331,809.976237194918
"ENSG00000006062",230.055623100017,318.788245090077,299.754920468897,283.133430299947,256.816379683097,393.642531840161
"ENSG00000006071",1.02246943600007,2.07005353954596,9.89290166564016,1.95264434689619,37.512504897531,16.7717369455708
"ENSG00000006116",1.02246943600007,0,0,0,0,0
"ENSG00000006118",1502.00760148411,3112.32549670734,1911.30860180168,2840.12120256051,2008.36180066781,2585.80720790241
"ENSG00000006125",10831.0187355488,9728.21660909622,9989.85210196343,8853.28946882732,12409.9061073832,9167.23409989669
"ENSG00000006128",0,1.03502676977298,0,0,0.961859099936691,2.95971828451249
"ENSG00000006194",1078.70525498008,1296.88854252554,1107.01569638513,979.251139968438,1077.28219192909,1275.63858062488
"ENSG00000006210",8.1797554880006,5.17513384886489,13.8500623318962,30.2659873768909,73.1012915951885,26.6374645606124
"ENSG00000006282",267.88699223202,814.566067811333,471.891409451036,1194.04201812702,1415.85659510681,1107.92121116918
"ENSG00000006283",0,30.0157763234164,12.8607721653322,29.2896652034428,1.92371819987338,14.7985914225625
"ENSG00000006327",4494.77564065633,3684.6953003918,4726.82841584287,3881.85696162962,4287.96786751777,2774.24260534971
"ENSG00000006377",2.04493887200015,1.03502676977298,0,1.95264434689619,0.961859099936691,0
"ENSG00000006432",713.683666328052,731.763926229495,590.606229438718,562.361571906102,514.59461846613,592.930229664002
"ENSG00000006451",3372.10419992825,2733.50569897043,2595.89739706398,2282.64124152164,1958.3451274711,1512.41604338588
"ENSG00000006453",3010.15001958422,3587.40278403314,2981.72056202394,3611.4157195845,4125.41367962847,6048.67760078203
"ENSG00000006459",222.898337048016,630.331302791743,191.922292313419,347.570693747521,211.609001986072,340.367602718936
"ENSG00000006468",241.302786896018,65.2066864956976,222.590287476904,88.8453177837766,278.93913898164,33.5434738911416
"ENSG00000006530",971.345964200071,641.716597259246,860.682444910694,710.762542270213,920.499158639414,847.466002132077
"ENSG00000006534",7257.48805672853,14304.0699582626,7987.52880483787,11721.7240144178,3337.65107678032,5399.51272371229
"ENSG00000006555",1418.1651077321,1288.60832836736,1494.81744167823,989.014361702919,1022.4562232327,683.694923722386
"ENSG00000006576",865.009142856063,822.846281969517,651.942219765687,484.255798030255,444.378904170751,661.00375020779
"ENSG00000006606",1.02246943600007,0,3.95716066625606,1.95264434689619,0,0
"ENSG00000006607",1763.75977710013,1126.109125513,1517.5711155092,990.967006049816,1894.86242687528,1587.3955732602
"ENSG00000006611",2843.48750151621,5818.92049966368,2816.50910420775,4065.40553023786,3746.44119425341,5324.53319383797
"ENSG00000006625",3653.28329482827,1923.07973823819,3315.11134815602,1752.49830133933,1900.6335814749,1437.43651351157
"ENSG00000006634",2111.39938534015,769.024889941322,1465.13873668131,645.34895664919,848.359726144162,516.964127028182
"ENSG00000006638",17.3819804120013,24.8406424745515,2.96787049969205,15.6211547751695,7.69487279949353,13.8120186610583
"ENSG00000006652",976.458311380071,1003.97596667979,1260.35567220256,755.673362248825,1477.41557750276,2161.58092045562
"ENSG00000006659",0,3.10508030931893,0,0,0,0
"ENSG00000006695",596.099681188044,468.867126707159,615.338483602818,288.015041167188,525.175068565433,493.286380752082
"ENSG00000006704",1014.28968051207,1562.8904223572,1135.70511121549,1452.76739409076,1465.87326830352,2156.6480566481
"ENSG00000006712",4046.9340276883,2440.59312312468,4055.1003927459,2708.31770914501,2975.03019610419,1569.63726355312
"ENSG00000006715",1103.24452144408,1234.78693633916,1184.18032937713,1123.74682163876,1165.77322912327,693.560651337427
"ENSG00000006740",18.4044498480013,20.7005353954596,19.7858033312803,35.1475982441314,19.2371819987338,43.4092015061832
"ENSG00000006744",2610.36447010819,1385.90084472602,2140.82392044453,1360.0167876132,1751.54542098471,1714.66345949424
"ENSG00000006747",29.6516136440022,38.2959904816002,24.7322541641004,52.7213973661971,479.967690868409,357.139339664507
"ENSG00000006756",1212.64875109609,3493.2153479838,1378.08120202367,3018.78816030151,2813.43786731482,3607.89658882073
"ENSG00000006757",180.977090172013,412.975681139418,167.190038149319,421.771178929577,343.383698677399,201.260843346849
"ENSG00000006788",0,0,0,0,0,0
"ENSG00000006831",2961.07148665622,3048.15383698142,2656.24409722438,2180.12741330959,2618.18047002767,3039.63067819433
"ENSG00000006837",18.4044498480013,58.9965258770597,4.94645083282008,45.8871421520604,10.5804500993036,26.6374645606124
"ENSG00000007001",0,0,0,0,0,0.986572761504164
"ENSG00000007038",0,0,0,0,0,0
"ENSG00000007047",1569.49058426011,3227.21346815214,1540.32478934017,2127.4060159434,1647.66463819155,2531.54570601968
"ENSG00000007062",619.616478216045,1276.18800713008,648.974349265995,1578.71295446557,4976.65898307244,3328.69649731505
"ENSG00000007080",2606.27459236419,1485.26341462422,2183.36339760678,1268.24250330907,1739.04125268554,1218.41736045764
"ENSG00000007129",2.04493887200015,2.07005353954596,0,1.95264434689619,0,0
"ENSG00000007168",3336.31776966824,2751.10115405657,2759.13027454704,2926.03755382394,2478.71090053685,2336.20429924186
"ENSG00000007171",0,0,0,0,0,0
"ENSG00000007174",10.2246943600007,2.07005353954596,1.97858033312803,5.85793304068856,2.88557729981007,1.97314552300833
"ENSG00000007202",10344.3232840128,6470.98736462066,9280.53105253704,7735.40058022925,8050.76066647011,5637.27675923479
"ENSG00000007216",0,0,0,0,0,0
"ENSG00000007237",37.8313691320028,14.4903747768217,39.5716066625606,48.8161086724047,10.5804500993036,2.95971828451249
"ENSG00000007255",451.931490712033,1776.10593693043,519.377337446108,1291.67423547183,974.363268235868,1845.87763677429
"ENSG00000007264",0,1.03502676977298,0,0,0,0.986572761504164
"ENSG00000007306",187.111906788014,2787.32709099863,192.911582479983,1646.07918443349,32.7032093978475,472.568352760494
"ENSG00000007312",0,0,2.96787049969205,0.976322173448094,0.961859099936691,12.8254458995541
"ENSG00000007314",0,0,1.97858033312803,0,1.92371819987338,0
"ENSG00000007341",483.628043228035,268.071933371201,324.487174632997,359.286559828899,367.430176175816,255.522345229578
"ENSG00000007350",0,1.03502676977298,0,0,0.961859099936691,0
"ENSG00000007372",0,1.03502676977298,0,0.976322173448094,0,2.95971828451249
"ENSG00000007376",3024.46459168822,1164.4051159946,2660.20125789064,1104.22037816979,2509.49039173483,1358.51069259123
"ENSG00000007384",4902.74094562036,6343.67907193858,6188.00999185792,5686.1003381617,3834.93223144759,6102.93910266476
"ENSG00000007392",288.336380952021,272.212040450293,354.165879629918,491.090053244391,504.014168366826,366.018494518045
"ENSG00000007402",16.3595109760012,56.9264723375138,24.7322541641004,33.1949538972352,62.5208414958849,47.3554925521999
"ENSG00000007516",156.437823708011,1138.52944675028,172.136488982139,1843.29626347,378.01062627512,1604.16731020577
"ENSG00000007520",2330.20784464417,1822.68214157021,2154.67398277643,1502.55982493662,1989.12461866908,1297.34318137798
"ENSG00000007541",1370.1090442401,1735.73989290928,1516.58182534264,3358.54827666144,2105.50956976142,1594.30158259073
"ENSG00000007545",821.04295710806,495.777822721256,787.474972584957,508.663852366457,704.080861153658,723.157834182552
"ENSG00000007866",1261.72728402409,1401.42624627261,1279.15218536727,1432.26462844835,1782.32491218269,1860.67622819685
"ENSG00000007908",0,0,0,0,0,0
"ENSG00000007923",2774.9820493042,1346.56982747464,2697.79428422007,1529.89684579316,2532.57501013331,1498.60402472482
"ENSG00000007933",0,0,4.94645083282008,2.92896652034428,0,4.93286380752082
"ENSG00000007944",272.99933941202,723.483712071311,316.572853300485,733.217952259519,372.239471675499,919.485813721881
"ENSG00000007952",2385.42119418817,2419.89258772922,3032.17436051871,2895.77156644705,1828.49414897965,457.769761337932
"ENSG00000007968",405.92036609203,126.273265912303,428.362642122219,260.678020310641,203.914129186579,69.0600933052915
"ENSG00000008018",4222.79877068031,3365.90705530172,3911.65331859412,3458.13313835315,3062.55937419842,1890.27341104198
"ENSG00000008056",1.02246943600007,0,5.9357409993841,0.976322173448094,15.3897455989871,1.97314552300833
"ENSG00000008083",388.538385680028,509.233170728305,434.298383121603,526.237651488523,507.861604766573,447.90403372289
"ENSG00000008086",298.561075312022,495.777822721256,289.862018803257,522.33236279473,318.375362079045,376.870794894591
"ENSG00000008118",0,0,0,0,0,0
"ENSG00000008128",579.740170212042,697.608042826987,610.392032769998,582.864337548512,690.614833754544,899.754358491797
"ENSG00000008130",2585.82520364419,2114.55969064619,3767.21695427577,2491.57418663954,3461.73090067215,2824.55781618642
"ENSG00000008196",0,0,0,0,0,0
"ENSG00000008197",0,0,0,0,0,0
"ENSG00000008226",36.8088996960027,26.9106960140974,35.6144459963046,17.5737991220657,46.1692367969612,14.7985914225625
"ENSG00000008256",289.358850388021,395.380226053277,290.851308969821,329.996894625456,189.486242687528,105.563285480946
"ENSG00000008277",221.875867612016,186.304818559136,218.633126810648,343.665405053729,205.837847386452,220.992298576933
"ENSG00000008282",5562.23373184041,5061.28090418986,4794.10014716922,5474.23842652346,3737.78446235398,3482.6018481097
"ENSG00000008283",3432.42989665225,4355.39264720469,3457.56913214124,3644.61067348174,3229.92285758741,3184.65687413544
"ENSG00000008294",1087.90747990408,1018.46634145661,879.47895807541,647.301600996086,1317.74696691327,1430.53050418104
"ENSG00000008300",490.785329280036,675.872480661754,562.906104774925,796.678893533645,759.868688949986,1143.43783058333
"ENSG00000008311",7.15728605200052,13.4553480070487,6.92503116594811,4.88161086724047,10.5804500993036,15.7851641840666
"ENSG00000008323",2390.53354136817,4502.36644851245,1729.2792111539,2439.82911144679,654.06418795695,1873.50167409641
"ENSG00000008324",289.358850388021,188.374872098682,291.840599136385,172.809024700313,248.159647783666,146.99934146412
"ENSG00000008382",362.976649780027,503.023010109667,328.444335299253,417.865890235784,574.229882662205,289.06581912072
"ENSG00000008394",4449.78698547233,2759.38136821476,4346.94099188229,2174.26948026891,3257.81677148557,3337.57565216859
"ENSG00000008405",520.436942924038,456.446805469883,382.855294460274,280.204463779603,466.501663469295,544.588164350298
"ENSG00000008438",3.06740830800022,1.03502676977298,0,0.976322173448094,0,1.97314552300833
"ENSG00000008441",2420.18515501218,2174.59124329303,2513.78631323916,2686.83862132916,4324.51851331536,3477.66898430218
"ENSG00000008513",12723.6096615849,8976.78717424104,14185.4316983614,10395.8785028753,12005.9252854098,10313.6316487645
"ENSG00000008516",34.7639608240025,70.3818203445625,36.6037361628686,65.4135856210223,29.8176320980374,95.6975578659039
"ENSG00000008517",140.07831273201,418.150814988283,146.414944651474,99.5848616917056,93.300332693859,81.8855392048456
"ENSG00000008710",1540.86144005211,1223.40164187166,1622.43587316499,1133.51004337324,1293.70048941485,1349.6315377377
"ENSG00000008735",14.314572104001,11.3852944675028,6.92503116594811,16.5974769486176,11.5423091992403,16.7717369455708
"ENSG00000008838",1996.88280850815,1467.66795953808,2435.63239008061,1524.03891275247,1983.35346406946,1744.26064233936
"ENSG00000008853",346.617138804025,158.359095775266,377.908843627454,240.175254668231,232.769902184679,223.952016861445
"ENSG00000008869",388.538385680028,369.504556808953,439.244833954423,701.97564270918,308.756771079678,522.883563597207
"ENSG00000008952",4303.57385612432,4886.36138009823,3937.37486292478,4252.8593875399,3991.71526473727,5135.11122362917
"ENSG00000008988",10741.0414251808,11478.4468767823,9741.54027015587,8740.03609670734,15465.7324678821,15389.5485067034
"ENSG00000009307",14008.853742637,16177.4684115516,11506.4339273061,10741.4965522759,15448.4190040832,21049.5164394528
"ENSG00000009335",6484.50116311247,4704.19666861818,5677.53626591089,4439.33692266848,4321.63293601555,5118.3394866836
"ENSG00000009413",290.381319824021,208.040380724369,332.401495965509,408.102668501303,554.030841563534,402.521686693699
"ENSG00000009694",14.314572104001,4.14010707909191,13.8500623318962,15.6211547751695,3.84743639974676,0.986572761504164
"ENSG00000009709",2.04493887200015,24.8406424745515,0,7.81057738758475,15.3897455989871,18.7448824685791
"ENSG00000009724",1.02246943600007,6.21016061863787,0.989290166564016,2.92896652034428,2.88557729981007,5.91943656902498
"ENSG00000009765",28.6291442080021,74.5219274236544,168.179328315883,98.6085395182575,98.1096281935425,40.4494832216707
"ENSG00000009780",234.145500844017,453.341725160564,264.140474472592,301.683551595461,208.723424686262,249.602908660553
"ENSG00000009790",0,2.07005353954596,0.989290166564016,0,2.88557729981007,4.93286380752082
"ENSG00000009830",777.076771360057,313.613111241212,852.768123578182,358.310237655451,502.090450166953,157.851641840666
"ENSG00000009844",1555.17601215611,1167.51019630392,1351.37036752645,1226.26064985081,1631.31303349263,1134.55867572979
"ENSG00000009950",59.3032272880043,113.852944675028,35.6144459963046,71.2715186617109,48.0929549968346,222.965444099941
"ENSG00000009954",5787.17700776042,3519.09101722812,5811.09043839703,4129.84279368544,3555.03123336601,3401.70288166636
"ENSG00000010017",2300.55623100017,2348.47574061489,2392.10362275179,2087.37680683203,1506.27135050086,1627.84505648187
"ENSG00000010030",100.202004728007,196.655086256866,319.540723800177,319.257350717527,7.69487279949353,55.2480746442332
"ENSG00000010072",619.616478216045,372.609637118272,390.769615792786,460.8240658675,400.133385573664,379.830513179103
"ENSG00000010165",1838.40004592813,983.275431284329,1689.70760449134,1024.16195994705,1251.37868901764,815.895673763943
"ENSG00000010219",169.729926376012,197.690113026639,138.500623318962,186.477535128586,184.676947187845,186.462251924287
"ENSG00000010244",7612.28495102056,5089.22662697373,7244.57188974829,6358.78631566744,7576.56413020132,5243.63422739463
"ENSG00000010256",3326.09307530824,3299.66534203625,3445.69765014247,2335.36263888784,4302.39575401682,3820.99630530563
"ENSG00000010270",733.110585612054,610.665794166057,718.224660925476,667.804366638496,809.885362146694,522.883563597207
"ENSG00000010278",5355.69490576839,8994.38262932718,5144.30886613288,9826.68267575507,2832.67504931356,3530.9439134234
"ENSG00000010282",0,0,0,0,0,0
"ENSG00000010292",5592.90781492041,3324.5059845108,4823.77885216614,3831.08820861032,3630.05624316107,2139.87631970253
"ENSG00000010295",2.04493887200015,2.07005353954596,1.97858033312803,0.976322173448094,24.0464774984173,32.5569011296374
"ENSG00000010310",145.190659912011,378.81979773691,138.500623318962,317.304706370631,100.995205493353,392.655959078657
"ENSG00000010318",21.4718581560016,77.6270077329733,27.7001246637924,62.484619100678,47.1310958968979,116.415585857491
"ENSG00000010319",2.04493887200015,8.28021415818382,20.7750934978443,42.9581756317161,33.6650684977842,185.475679162783
"ENSG00000010322",1083.81760216008,1737.80994644883,1139.66227188175,1386.37748629629,1327.36555791263,1302.2760451855
"ENSG00000010327",8.1797554880006,5.17513384886489,4.94645083282008,0.976322173448094,2.88557729981007,24.6643190376041
"ENSG00000010361",81.797554880006,120.063105293665,95.9611461567096,87.8689956103285,90.414755394049,105.563285480946
"ENSG00000010379",1.02246943600007,2.07005353954596,1.97858033312803,0.976322173448094,0,0.986572761504164
"ENSG00000010404",5294.34673960839,3796.47819152728,4139.19005690384,4045.8790867689,1327.36555791263,2571.99518924136
