"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000002726",3394.78804823807,0.419104978419793,0.732034746306524,0.572520608529013,0.566969328171229,0.926796794555093
"ENSG00000002745",0.501814949640193,0.00643003177949434,4.99403405203664,0.0012875426383751,0.998972689891305,NA
"ENSG00000002746",12.6787256781871,1.42528204408076,1.58518766568765,0.899125116181417,0.368586021341889,0.829520358149201
"ENSG00000002822",718.415970056555,0.0427559449345938,0.384867018922288,0.111092774471348,0.911542778412258,0.988151092653952
"ENSG00000002834",28698.4489658019,0.382803550159319,0.290091826400475,1.31959440191484,0.186970472929515,0.64676546896949
"ENSG00000002919",517.774259278107,0.349456798613208,0.418575036992543,0.834872526379144,0.403789485003509,0.854946582670891
"ENSG00000002933",116.561993655836,-0.46910889888977,1.13802799831789,-0.412212089318676,0.68018397691191,0.961180774766147
"ENSG00000003056",2610.59238073335,-0.247527292416889,0.290875047246246,-0.850974653069295,0.394783433084833,0.848700295246727
"ENSG00000003096",4.72707967908076,4.45749048205418,2.44626591507063,1.82216105558806,0.068430551799778,0.393431005386713
"ENSG00000003137",4.89156700782923,-1.86260459048808,1.53700773885408,-1.21183813418972,0.225574347659758,0.697612022979473
"ENSG00000003147",1396.68271764521,-0.566391090560971,0.46829077707483,-1.20948589698675,0.226476226017204,0.698162921892133
"ENSG00000003249",1477.12777687635,0.0914732769675869,0.324531867994887,0.281862232922617,0.778049149603534,0.973376707681767
"ENSG00000003393",912.701824612279,0.900294764291119,0.393123831090723,2.29010477892741,0.0220152434141787,0.197063276414721
"ENSG00000003400",484.637853939261,0.686797264481577,0.298411323112911,2.30151207841973,0.0213627034611778,0.193550542995141
"ENSG00000003402",1722.2740525411,0.668203436894188,0.318053025028759,2.10091835106353,0.0356481342208394,0.266221095387606
"ENSG00000003436",3415.62678466676,-0.532621531575737,0.373828467776435,-1.42477520437065,0.15422219205129,0.591338524447411
"ENSG00000003509",445.83880055072,-0.0885665309453171,0.368087102330731,-0.240612970094614,0.809855096799578,0.975341547755617
"ENSG00000003756",659.565833452645,-0.0411442999145003,0.441887936487725,-0.0931102583191772,0.925815967881912,0.990478010009615
"ENSG00000003987",11.1385945020809,0.367604736214561,1.03619801463084,0.354763019253155,0.722767134990766,0.969260354509735
"ENSG00000003989",173.462840669346,-5.85401364055227,0.597479208346545,-9.79785331233965,1.15003688100973e-22,7.09066739355357e-20
"ENSG00000004059",4531.33006864296,0.315437135657436,0.311116102028417,1.0138888138571,0.310635809610229,0.787523087061195
"ENSG00000004139",500.604434573019,0.0131414951444407,0.33520325522383,0.0392045570549889,0.968727300426944,0.994602185358084
"ENSG00000004142",4065.75456241186,0.0129896404983741,0.408889335114835,0.0317681078542339,0.97465698003837,0.995715978944289
"ENSG00000004399",4678.03824539811,-1.87983863037149,0.856263584336055,-2.19539714728044,0.0281351215748415,0.230923729475297
"ENSG00000004455",6526.3003012075,0.367152731554403,0.323615772612822,1.13453287084888,0.256571093563801,0.734569049510072
"ENSG00000004468",16.305378546059,4.9653045013985,1.37591793104886,3.60872141379353,0.0003077098279793,0.00837992807150694
"ENSG00000004478",6850.36537604177,0.180855033125603,0.528589246767794,0.342146636980399,0.732240541767885,0.970229461554363
"ENSG00000004487",4008.8095755918,0.519081176648204,0.280403270498387,1.85119515805074,0.0641414820970983,0.377311210766895
"ENSG00000004534",844.80266047766,-0.063043793943226,0.331499492923501,-0.190177648198619,0.84916992563048,0.979870132779474
"ENSG00000004660",310.812633747339,-0.236717505695256,0.419494720781169,-0.56429197786911,0.572555440059244,0.927950439522128
"ENSG00000004700",1012.76377096085,1.05491706108495,0.388764409634147,2.71351243823399,0.00665740689339478,0.0899362575414435
"ENSG00000004766",597.458643671862,0.409246924391428,0.376535848933016,1.08687373473497,0.277092615490544,0.755938010620361
"ENSG00000004776",14.0091284215439,-0.252387712868847,0.976512697533114,-0.258458198758125,0.79605330572737,0.973668372230625
"ENSG00000004777",563.86603970174,2.0571578224708,0.577888580090836,3.55978279091005,0.000371161659818421,0.0096476995353139
"ENSG00000004779",1525.42962866787,0.224373395237118,0.466654833386787,0.480812324622697,0.630649890037907,0.947361161069881
"ENSG00000004799",298.574045066128,0.0585859271743302,0.90403226314531,0.0648051287135461,0.948329157913809,0.992328986364335
"ENSG00000004809",0,NA,NA,NA,NA,NA
"ENSG00000004838",9.84221299643312,0.45683785782612,1.39438588426205,0.327626565201419,0.743194033476507,0.970400110646684
"ENSG00000004846",4.00667169192881,-0.409732676692591,1.67736537795216,-0.244271571404926,0.807020499407236,NA
"ENSG00000004848",1.29453136117509,0.757731290396346,4.68330164651695,0.161794252770347,0.871467879037711,NA
"ENSG00000004864",1689.2518149725,0.353411536195439,0.597540443024832,0.591443709494241,0.554223160992043,0.925207544170113
"ENSG00000004866",831.183133122145,0.442397755964715,0.470921799038028,0.939429342341806,0.347510353800661,0.814432810321329
"ENSG00000004897",1289.94915148731,0.31562147284192,0.450421534774638,0.700724651186664,0.48347486887903,0.897898040714624
"ENSG00000004939",22.4950552837226,-0.244142414698645,0.784599349928993,-0.311168260234654,0.755672710750705,0.972023184505147
"ENSG00000004948",0.340823145333358,0,4.99745499513923,0,1,NA
"ENSG00000004961",355.770277183733,0.212756667804981,0.565574327341664,0.37617808574337,0.706784505993963,0.965984782354224
"ENSG00000004975",872.238842722873,-0.392010734343619,0.300122815480203,-1.30616772242521,0.191495526769959,0.653852547136906
"ENSG00000005001",866.259035129371,-0.381871239183437,0.483997874755902,-0.788993628073323,0.430115730734481,0.870327731771013
"ENSG00000005007",3803.98072242765,0.236577269789526,0.275278755699199,0.859409834182908,0.390114445991885,0.844909943869455
"ENSG00000005020",1620.99847873543,0.231599654050931,0.390156179135016,0.593607551120663,0.552774629350694,0.924529962761675
"ENSG00000005022",13133.0199999274,-0.307363370971028,0.402274766377796,-0.76406326386967,0.444829542946785,0.878713645390459
"ENSG00000005059",65.9372248598152,3.35082819391673,0.736736416958386,4.54820491669275,5.41054398752668e-06,0.000265146752485408
"ENSG00000005073",1850.03231484028,0.307970325456527,0.370370485944846,0.831519619256024,0.405680149634201,0.857066039811072
"ENSG00000005075",1135.06731354334,0.0822236874018764,0.339955325270405,0.241866155020442,0.808883875984002,0.975341547755617
"ENSG00000005100",700.501962751153,-0.462396457639861,0.52685216155324,-0.877658841289833,0.380128886842938,0.837715589295099
"ENSG00000005102",0,NA,NA,NA,NA,NA
"ENSG00000005108",0,NA,NA,NA,NA,NA
"ENSG00000005156",2156.33149633338,-0.171774513631818,0.316617638416292,-0.542529830274228,0.587453563408403,0.931501094930476
"ENSG00000005175",1152.58665866264,0.622287540921519,0.423203555916817,1.47042134268795,0.141447674499193,0.568827699832383
"ENSG00000005187",1406.9022356444,-1.57156491734188,0.536671619208398,-2.92835480970648,0.0034076094027301,0.0562967752772581
"ENSG00000005189",193.792544365767,0.828133909888939,0.473440791973136,1.74918157440039,0.0802596380259864,0.42861665344759
"ENSG00000005194",907.466915874896,0.202637270208433,0.534115450953622,0.379388519554414,0.704399374541992,0.965548585843049
"ENSG00000005206",1785.94191059683,0.228728659314225,0.332736603475726,0.687416583943435,0.491820249967753,0.900401884411363
"ENSG00000005238",905.279354130688,0.360677727635667,0.355389864957379,1.01487904749035,0.310163487033421,0.787044347166989
"ENSG00000005243",143.978896778752,1.93609008138083,0.594049904769913,3.25913709578106,0.00111751651113385,0.0235964376748179
"ENSG00000005249",0.17250446162883,0,4.99745499518716,0,1,NA
"ENSG00000005302",349.779896384251,0.156985334094959,0.312155654407791,0.502907225540364,0.615029500813204,0.942104511979589
"ENSG00000005339",2883.90230664013,-1.58538973080536,0.706764171819895,-2.24316652430616,0.0248860781167637,0.214418115199438
"ENSG00000005379",67.3663803595221,-0.8064518154914,1.02594419704554,-0.786058167504412,0.431833410411502,0.871012848479833
"ENSG00000005381",0.961859099936691,-3.99705316972389,4.82128032655756,-0.829043925885519,0.4070795518596,NA
"ENSG00000005421",5.86376365674355,-4.9821489176449,2.06628174034029,-2.41116630921028,0.0159015955771817,0.159017240977038
"ENSG00000005436",238.61409275985,-0.31552250426725,0.893019381842983,-0.353321003645056,0.72384780103791,0.969752881615099
"ENSG00000005448",478.357636474824,0.457771668732719,0.562235625160793,0.814198973253965,0.415530973577335,0.863439529080755
"ENSG00000005469",148.37623645092,0.717576686571358,0.520435943215482,1.37879924691184,0.16795665898197,0.614790772155802
"ENSG00000005471",26.9236401175256,0.20984586036638,1.0214142818864,0.205446373805176,0.837223391849364,0.977662110136111
"ENSG00000005483",2741.35508058917,0.0191913405093949,0.347017264061476,0.0553037053107395,0.955896510275031,0.992328986364335
"ENSG00000005486",3406.41576265015,0.402278411932752,0.433904377794696,0.927113051906317,0.353867840206512,0.819600723296461
"ENSG00000005513",12.7667405822068,-4.14829171470017,1.52509850300076,-2.72001559672248,0.00652788372302125,0.0890183410004317
"ENSG00000005700",1431.69432996421,-0.176249107924254,0.281865765090545,-0.625294483236149,0.531777800077512,0.914272437616853
"ENSG00000005801",667.557249568099,-0.304334487449289,0.435152642182303,-0.699374099909041,0.484318269591753,0.898524355909752
"ENSG00000005810",1133.22706419423,0.726781928005833,0.309103955506264,2.35125405242867,0.0187102542543902,0.177258671835999
"ENSG00000005812",1177.46793832123,0.617432589605331,0.322397753777646,1.91512683438597,0.0554763303889461,0.34577927885775
"ENSG00000005844",8.63318442179686,-2.41978856068016,1.27155139741885,-1.9030206451679,0.0570378513980771,0.351813301900744
"ENSG00000005882",1594.02125896156,0.0472775250317042,0.451620499247008,0.104684187521449,0.916626409543464,0.98900178333354
"ENSG00000005884",11353.5783835093,1.00017961288934,0.377522322805423,2.64932575498281,0.00806525498540162,0.102826997803954
"ENSG00000005889",658.475666104732,0.0152994251694212,0.327049092068915,0.046780209884201,0.962688401987467,0.993902020237074
"ENSG00000005893",2095.38258398353,-0.116005248903318,0.370722528072959,-0.312916642822655,0.754343992957787,0.972023184505147
"ENSG00000005961",5.14008932500902,1.99823227465778,1.91435033833773,1.0438174427325,0.296569859920363,0.77576246237057
"ENSG00000005981",5.11758558849194,-1.35794599931129,1.56927940505663,-0.865330925095703,0.386857181778147,0.842497218529278
"ENSG00000006007",3810.05803076531,-0.195200643612208,0.303165523413282,-0.643874809425825,0.519656617988703,0.909192634469678
"ENSG00000006015",636.488019659809,0.385062831199843,0.370919773147228,1.03812969562828,0.299209677997053,0.778852568983602
"ENSG00000006016",8.15138964002056,0.729999654390148,1.377427261897,0.5299732875802,0.596130451588262,0.93652533679034
"ENSG00000006025",717.996825244323,0.510041568561676,0.339455313069054,1.50252934311245,0.132960455684995,0.551173696592535
"ENSG00000006042",7.61198387006167,-1.34708061059524,1.32790853284978,-1.0144377999472,0.310373895102125,0.787215554732393
"ENSG00000006047",1285.25530051557,1.18166808079152,0.353620904123317,3.34162394534075,0.000832898205069125,0.0184989811713768
"ENSG00000006062",297.031855080366,-0.158109741523485,0.416294931190009,-0.379802225963975,0.704092229868929,0.965548585843049
"ENSG00000006071",11.5370518051974,-2.19770023177021,1.30982846712741,-1.67785346472885,0.0933757089983349,0.464437940787458
"ENSG00000006116",0.170411572666679,0,4.99745499518746,0,1,NA
"ENSG00000006118",2326.65531852064,0.0485751930411673,0.474023071061253,0.102474322467926,0.918380193241222,0.989923936966448
"ENSG00000006125",10163.2528537859,-0.195470189366203,0.309467312116656,-0.631634365611187,0.527625825249883,0.912070063397363
"ENSG00000006128",0.82610069237036,-3.43860131508633,4.67202273817851,-0.735998411777195,0.461731664338102,NA
"ENSG00000006194",1135.79690106886,-0.173512271094554,0.305546147691583,-0.567875826304629,0.570119287446963,0.927652763770217
"ENSG00000006210",26.2016158669089,-1.17689008757983,0.932583097989315,-1.26196806495555,0.206960277913445,0.672730013445349
"ENSG00000006282",878.694048982899,-0.599236254845471,0.656396369138392,-0.912918296047324,0.361285514188631,0.823592089484403
"ENSG00000006283",14.8147538857712,1.33484081421593,1.86572740956773,0.715453290427459,0.474328993574369,0.895359589081341
"ENSG00000006327",3975.06113189802,0.285653588299303,0.364688100964377,0.783281899091099,0.433461590241238,0.8722424219293
"ENSG00000006377",0.999078181434334,1.00957249776631,3.78285850599484,0.266880851125253,0.789560900661163,NA
"ENSG00000006432",617.656707005417,0.058059274584871,0.292287006184139,0.198637891375486,0.842546011160951,0.97901198143995
"ENSG00000006451",2409.15161805688,0.491165461856605,0.319199726012571,1.53874023637872,0.123867725176897,0.531837636734455
"ENSG00000006453",3894.13006093938,-0.625846249815085,0.348010141319979,-1.79835635663171,0.0721205542158267,0.40336219981232
"ENSG00000006459",324.116538434285,-0.0328710335481575,0.63270275426382,-0.0519533593407611,0.95856585704326,0.993097322879961
"ENSG00000006468",155.071281920863,-0.00506988991120588,1.01819158793352,-0.0049793083848743,0.99602710313325,0.999908035513998
"ENSG00000006530",825.412118235286,-0.170028491562631,0.363032250310269,-0.46835643780219,0.639529714770877,0.949389971106776
"ENSG00000006534",8334.66243912323,1.17364724015913,0.485106879458155,2.41935806284596,0.015547927187673,0.156938471920198
"ENSG00000006555",1149.45939773928,0.541746804648924,0.39470486344394,1.37253643120075,0.16989650574586,0.617808462276082
"ENSG00000006576",654.906016166677,0.0397255077187977,0.378547887863283,0.104941829006176,0.916421967447569,0.98896536676954
"ENSG00000006606",1.15537907485872,4.0433548565008,4.10106360246416,0.985928346507798,0.324168275628322,NA
"ENSG00000006607",1480.1108373846,-0.473205826303263,0.409800882210766,-1.15472134601186,0.248204555295718,0.725035373417173
"ENSG00000006611",4102.54950395282,-0.398435209494801,0.475056921965329,-0.838710459888594,0.401631807237458,0.853298283212511
"ENSG00000006625",2330.34046292471,0.602270312033388,0.498698742237882,1.20768363948691,0.227168973439905,0.698434325079913
"ENSG00000006634",1059.37263696405,0.628284226894504,0.635305016218271,0.988948947128485,0.32268812066109,0.797452952515302
"ENSG00000006638",13.719756603661,-0.208671900826148,1.1978872471262,-0.174199951895943,0.86170832334085,0.982271607303833
"ENSG00000006652",1272.57663507827,-0.852028951586819,0.409588603339598,-2.08020668700194,0.0375065791677648,0.273993559853993
"ENSG00000006659",0.517513384886489,0,4.99745499512254,0,1,NA
"ENSG00000006695",497.796963663787,-0.17310690299001,0.475289372187871,-0.364213704575715,0.715698434015634,0.967671016507743
"ENSG00000006704",1464.69565552119,-0.484857242560905,0.405764682846587,-1.19492223709431,0.232117413842032,0.705206732216171
"ENSG00000006712",2965.9354520602,0.573552746361892,0.486354442508976,1.17928962137794,0.23828286955471,0.711800804518664
"ENSG00000006715",1084.21541487664,0.311739065036699,0.379354570697737,0.821761721397809,0.41121252345598,0.86098453681807
"ENSG00000006740",26.1141283872983,-0.188608604286441,0.837644498968021,-0.225165454460462,0.82185056275519,0.975828715748221
"ENSG00000006744",1827.21915056181,0.0143304578885019,0.44915988872095,0.0319050259125097,0.974547790583099,0.995715978944289
"ENSG00000006747",163.751381031469,-3.43347757749539,0.540026929378609,-6.35797474293769,2.0443107299994e-10,2.86463687201915e-08
"ENSG00000006756",2587.34465292344,-0.546381338531089,0.611142535572051,-0.894032581154995,0.371304459113406,0.831662336827021
"ENSG00000006757",287.926421735762,0.11284314391857,0.654831491569866,0.172323941916789,0.863182862968079,0.982284133222732
"ENSG00000006788",0,NA,NA,NA,NA,NA
"ENSG00000006831",2750.5679970656,-0.226316222981741,0.288189398064506,-0.785303777660425,0.432275481459748,0.871676382943557
"ENSG00000006837",27.5754138949763,0.450754683444585,1.23453371369659,0.36512140449764,0.715020783801509,0.967626727681998
"ENSG00000007001",0.164428793584027,-1.44299200107283,4.99521169521825,-0.288875044566011,0.772677001509317,NA
"ENSG00000007038",0,NA,NA,NA,NA,NA
"ENSG00000007047",2107.27420031784,-0.188318084418282,0.484754303414678,-0.388481511338306,0.697659733637631,0.964288328120387
"ENSG00000007062",2071.47454491086,-1.89847567820688,0.577270630237888,-3.28870997200141,0.00100647679145148,0.0217207281207567
"ENSG00000007080",1750.10042017458,0.22287795229126,0.474504589884292,0.469706630963482,0.638564629711758,0.949265096183036
"ENSG00000007129",1.01127279307372,2.44687563868758,4.45229797571027,0.549575893625412,0.582610296846896,NA
"ENSG00000007168",2764.58365864575,0.239689669537618,0.278427470323391,0.860869328946676,0.389310015810972,0.844235310032403
"ENSG00000007171",0,NA,NA,NA,NA,NA
"ENSG00000007174",4.16499734936362,0.68958527456336,1.81012421615723,0.380960195111529,0.703232784998081,NA
"ENSG00000007202",7919.8799511841,0.31396393365289,0.393522516394505,0.79782965541454,0.42496934944583,0.867944898728266
"ENSG00000007216",0,NA,NA,NA,NA,NA
"ENSG00000007237",25.7082712712677,2.70393055613288,1.00225292964026,2.69785248430593,0.0069788358254981,0.0928143014790576
"ENSG00000007255",1143.22165092843,-0.638955426353088,0.734194467792053,-0.870280905649729,0.384146911157321,0.840607678673898
"ENSG00000007264",0.336933255212857,-1.44302308261934,4.995209491812,-0.288881394260782,0.77267214223029,NA
"ENSG00000007306",886.450221143076,1.8638265673812,1.89686235995254,0.982583980119585,0.325812232052585,0.800641778282268
"ENSG00000007312",2.95524961210516,-1.8054755076565,2.60703702415377,-0.692539266197243,0.488598735806274,NA
"ENSG00000007314",0.650383088833569,0.0380525051786837,4.7853341640107,0.00795190134575493,0.993655367552009,NA
"ENSG00000007341",343.071038744421,0.134309367513641,0.45750013841568,0.293572299188266,0.769084745544555,0.973281647991633
"ENSG00000007350",0.332814311618278,-1.42456808049889,4.9965246233727,-0.285111790270192,0.775558497447651,NA
"ENSG00000007372",0.82851120462226,-1.59208252082538,4.81966822643465,-0.330330314458828,0.741150389673621,NA
"ENSG00000007376",1970.21540467822,-0.039181978361539,0.641714223626069,-0.0610582981005741,0.951312780446341,0.992328986364335
"ENSG00000007384",5509.73361361515,0.25682289096978,0.369826809697202,0.694440976791422,0.487405703659769,0.899507521233356
"ENSG00000007392",379.306169526916,-0.0417219150607262,0.383663230825574,-0.108746191212924,0.913403803785793,0.988431058835777
"ENSG00000007402",40.1815875704892,-0.92356465275084,0.820173218457318,-1.12606048572031,0.260139918004751,0.738452430225642
"ENSG00000007516",882.09632656522,0.0240319808896125,1.59406936570292,0.0150758689719976,0.987971652545743,0.999312462616931
"ENSG00000007520",1849.43193232908,0.154173809036443,0.397935300358619,0.387434361559534,0.698434669435246,0.964288328120387
"ENSG00000007541",1946.79836525093,0.397991357869054,0.477116824661882,0.834159135241351,0.404191315422107,0.855092634630299
"ENSG00000007545",673.366383352823,-0.139036882860653,0.428351395168122,-0.324586039473695,0.745494394506376,0.970538606558598
"ENSG00000007866",1502.92858074865,-0.426063415033041,0.273633758503594,-1.55705720435604,0.119456904440604,0.521617202563022
"ENSG00000007908",0,NA,NA,NA,NA,NA
"ENSG00000007923",2063.40367360837,0.0686440654342027,0.532862726245155,0.128821293089698,0.897499056465731,0.986120286129592
"ENSG00000007933",2.13471352678086,0.676176456579732,3.32921918918018,0.203103616240491,0.839054045287992,NA
"ENSG00000007944",556.333190406786,-0.299114574761882,0.69736913438867,-0.428918574126589,0.667982482565083,0.959049596340315
"ENSG00000007952",2169.92060320012,1.37449014690878,0.617233788722417,2.22685499728357,0.0259569663460703,0.219561962346235
"ENSG00000007968",249.03475282151,1.33556244144869,0.747867603258084,1.78582737857652,0.0741272122870047,0.410268168830122
"ENSG00000008018",3318.55417802828,0.573341979128651,0.374439672879897,1.53119987184839,0.125720002474268,0.536651375834498
"ENSG00000008056",4.21623728847127,-1.33050286487494,2.07334977498453,-0.641716550158483,0.521057241345699,NA
"ENSG00000008083",469.012204917987,0.00717512730956948,0.346615638472554,0.0207005296736997,0.983484546492809,0.99775986722584
"ENSG00000008086",383.629906100817,0.224399848114373,0.481995784129664,0.465563922969929,0.641527671557469,0.950316485136235
"ENSG00000008118",0,NA,NA,NA,NA,NA
"ENSG00000008128",676.828962600647,-0.414406994321324,0.328647614355098,-1.26094630303193,0.207328194171164,0.673308173995332
"ENSG00000008130",2874.24412534404,-0.00634255657895178,0.361646354760991,-0.017538007767681,0.986007411689325,0.998903598013753
"ENSG00000008196",0,NA,NA,NA,NA,NA
"ENSG00000008197",0,NA,NA,NA,NA,NA
"ENSG00000008226",29.6459448413323,-0.198018115920304,0.901137596611192,-0.219742375265408,0.82607180046738,0.976005507754388
"ENSG00000008256",266.772801367508,1.07297018718536,0.459772032895449,2.33370042198576,0.0196114139843547,0.182212378031853
"ENSG00000008277",232.884893999819,0.397800190132616,0.415365985182082,0.957710078157302,0.338208973375793,0.806490271598774
"ENSG00000008282",4685.37325336444,0.508053654365496,0.267832165716476,1.89691052606174,0.0578397479721345,0.354913166895892
"ENSG00000008283",3550.76368020046,0.146908361818963,0.285315165213697,0.514898539336074,0.606623921636003,0.939879233985838
"ENSG00000008294",1063.57197525442,-0.84806133024777,0.318504012372082,-2.66263939324271,0.00775304503942678,0.100172201372778
"ENSG00000008300",738.258221297279,-0.485265853423775,0.413701192570403,-1.17298635377077,0.240801278083253,0.715197223747605
"ENSG00000008311",9.79748172926801,-1.15900479645223,1.15430231606393,-1.00407387243607,0.315343007973703,0.791773436212193
"ENSG00000008323",2264.92902908911,0.722036182857059,0.593468707452899,1.21663732862337,0.223742233559851,0.694370269952783
"ENSG00000008324",222.923722595198,0.233457334560325,0.523354346700967,0.446078906255301,0.655540249215685,0.95480578753764
"ENSG00000008382",412.600931201276,-0.21017468272819,0.479907580739331,-0.437948244960834,0.661423801390111,0.956486206457188
"ENSG00000008394",3387.62854158207,-0.016326052463399,0.464625182506397,-0.0351381136410405,0.971969609875259,0.995213203574947
"ENSG00000008405",441.838889075565,-0.608726078056557,0.353711128424517,-1.72096954022316,0.0852563513121054,0.444752480481282
"ENSG00000008438",1.17531712903827,-1.00495781686334,3.64792304955803,-0.275487668794191,0.782941598320645,NA
"ENSG00000008441",2932.93147174851,-0.585202537870989,0.288411389425361,-2.02905488246135,0.0424527006099177,0.296093179729082
"ENSG00000008513",11433.5439952062,0.139250300805204,0.354139584056897,0.393207387917506,0.694166313528995,0.962857096812262
"ENSG00000008516",55.4463821527329,-0.298427041916436,0.823463041913697,-0.362404900677634,0.717049477846032,0.968365303386374
"ENSG00000008517",163.235800993696,0.489629473305306,0.637649512442997,0.767866145509015,0.442566712274549,0.877185486238771
"ENSG00000008710",1360.59017093576,0.0601745006037051,0.345322643212503,0.174255878629642,0.861664372424606,0.982271607303833
"ENSG00000008735",12.9227368051468,-0.266407883537049,1.04421465125208,-0.255127509672087,0.798624617396875,0.973668372230625
"ENSG00000008838",1858.63936288135,0.0871052996661592,0.386805748693632,0.225191326551743,0.821830436587881,0.975828715748221
"ENSG00000008853",263.29704198685,0.436426327040178,0.528110119061028,0.826392661848891,0.40858138475039,0.858510305811341
"ENSG00000008869",455.150625638245,0.45669877109189,0.449942184010742,1.01501656728631,0.310097930229716,0.787044347166989
"ENSG00000008952",4417.83266250894,-0.156194433128005,0.297222623298855,-0.525513271481197,0.599226429869172,0.937237563673609
"ENSG00000008988",11926.0576072353,-0.739430953238888,0.25468890078508,-2.90327121032596,0.00369286683714381,0.059418422767091
"ENSG00000009307",14822.0313462178,-0.714140340802316,0.310358418275993,-2.30101810922123,0.0213906074972106,0.193608234857313
"ENSG00000009335",5124.25724050153,0.0999112619796874,0.339684353205152,0.294129714945528,0.768658785388198,0.973177015667333
"ENSG00000009413",365.913065545406,-0.369379898952577,0.396671659295654,-0.931198108804804,0.351751095986532,0.817781507320725
"ENSG00000009694",8.79331757523494,2.60429949472965,1.43555883783217,1.81413636703487,0.0696567338580204,0.396927503026812
"ENSG00000009709",11.4717978002838,-2.12621518475244,1.80661986000407,-1.1769023643677,0.239234478279197,0.712788830715434
"ENSG00000009724",3.32598343506355,-1.16610164875933,1.9622816320714,-0.594258046195126,0.552339534403239,NA
"ENSG00000009765",84.749675146835,0.944730736327931,0.748090929609016,1.2628554884654,0.206641118964449,0.672250730694676
"ENSG00000009780",285.272930903242,0.304066749671856,0.464929074038768,0.654006743502777,0.513107461039436,0.907813229279455
"ENSG00000009790",1.81296413557348,-2.98714011066326,3.08778256733946,-0.967406235872715,0.333340993934403,NA
"ENSG00000009830",493.618389307087,0.875750432235827,0.736673902503245,1.18878981495068,0.234522386931951,0.707417246195383
"ENSG00000009844",1344.36482250995,-0.101730950960024,0.358770117006874,-0.283554694601487,0.776751660959775,0.973376707681767
"ENSG00000009950",91.8500892863038,-1.34211718032588,0.853805420608153,-1.57192393949655,0.115968191860377,0.514990985115485
"ENSG00000009954",4367.32256201723,0.514966041775533,0.391376110063113,1.31578302439689,0.188246878523059,0.64830552994856
"ENSG00000010017",2043.77146803027,0.51527740826345,0.269821317786271,1.90969865721139,0.0561720239766957,0.34856504733365
"ENSG00000010030",166.433018824384,3.34447007846361,0.834951999344678,4.00558365162136,6.18645348147116e-05,0.00216722713553174
